	sentence	annotation
2038	Is it also one of the two official languages in the Yanbian Korean Autonomous Prefecture in China?	non_argument
2039	Is Kuala Lumpur the capitol of Malaysia? disfluent	non_argument
2040	Is Kuala Lumpur in the Selangor state?	non_argument
2041	What's the population of Kuala lumpur?	non_argument
2042	What language do they speak in Kuala Lumpur?	non_argument
2043	"What does the name ""Kuala Lumpur"" mean?"	non_argument
2044	What airports does Kuala Lumpur have?	non_argument
2045	How long was Kuala Lumpur occupied by the Japanese?	non_argument
2046	How many seasons does Kuala Lumpur experience?	non_argument
2047	When were the colonial buildings in Kuala Lumpur constructed?	non_argument
2048	Is it a host city for the Formula One World Championship?	non_argument
2049	is the central market located in the proximity of the pertama complex?	non_argument
2050	is it home to the parliament of malaysia?	non_argument
2051	when did kuala lumpur become a federal territory of malaysia?	non_argument
2052	What is the city's population?	non_argument
2053	What is the official religion in the country?	non_argument
2054	Is there a more industrialized region in malaysia?	non_argument
2055	after the 2008 elections, what party had the most parliament seats?	non_argument
2056	what is the name of the event that draws the worlds top riders to malaysia?	non_argument
2057	Wasn't Leonardo da Vinci valued as an engineer?	non_argument
2058	Wasn't Leonardo da Vinci born on April 15?	non_argument
2059	Who left Verroccio's studio?	non_argument
2060	"When did Baldassare Castiglione, author of Il Cortegiano ( "" The Courtier "" ), write?"	non_argument
2061	When did he flee to Venice?	non_argument
2062	Was Leonardo a contemporary of Botticelli Domenico Ghirlandaio as well as Perugino?	non_argument
2063	Is the larger work now almost universally attributed to Leonardo?	non_argument
2064	Has Leonardo often been described as the archetype of the Renaissance man, a man whose unquenchable curiosity was equaled only by his powers of invention?	non_argument
2065	Is he widely considered to be one of the greatest painters of all time and perhaps the most diversely talented person ever to have lived?	non_argument
2066	According to art historian Helen Gardner, were the scope and depth of his interests without precedent and ``his mind and personality seem to us superhuman, the man himself mysterious and remote''?	non_argument
2067	Are lobsters invertebrates?	non_argument
2068	Are lobsters kosher?	non_argument
2069	Do lobsters have blue blood?	non_argument
2070	How many legs do lobsters have?	non_argument
2071	Where are lobsters found?	non_argument
2072	What is the mean level of mercury in American lobsters?	non_argument
2073	Do lobsters feel pain?	non_argument
2074	Did the Moche people worship lobsters?	non_argument
2075	What is the caridoid escape reaction?	non_argument
2076	Were the recitations of the Ancient Greeks accompanied by lyre playing?	non_argument
2077	Does a classical lyre have a hollow body?	non_argument
2078	Is the lyre a stringed musical instrument?	non_argument
2079	Which constellation is said to resemble a lyre shape?	non_argument
2080	How many raised arms are extending from the sound-chest of a classical lyre?	non_argument
2081	What were the strings of a classical lyre made of?	non_argument
2082	Is the foot pedal framework for a piano called a lyre?	non_argument
2083	Where was the deepest note of the classical lyre in relation to the player's body?	non_argument
2084	Does a standard piano have fewer strings than a harp?	non_argument
2085	Is Malay the official language of Iraq?	non_argument
2086	Could Malay have originated from Sumatra island?	non_argument
2087	Is Malay an agglutinative language?	non_argument
2088	What family is Malay a member of?	non_argument
2089	What is the basic word order in Malay?	non_argument
2090	What languages has Malay borrowed words from?	non_argument
2091	Are there many words in Malay that use natural gender?	non_argument
2092	How are new words formed in Malay?	non_argument
2093	Is Malay in the Austronesian family of languages?	non_argument
2094	Is there one negation word in Malay?	non_argument
2095	How many parts of speech are there in Malay?	non_argument
2096	What is the national language in Malaysia?	non_argument
2097	Do linguists consider Malay to be a single language?	non_argument
2098	Can speakers of modern Malay understand Old Malay?	non_argument
2099	What language besides Malay is in the Austronesia language family?	non_argument
2100	Wasn't Malay language found in Sumatra?	non_argument
2101	Wasn't Malay language written using Pallava?	non_argument
2102	Was Malay language written using Pallava?	non_argument
2103	Had the language already been used as the lingua franca throughout the archipelago since the 15th century?	non_argument
2104	Do another distinguishing feature of Malay ( include Indonesian Malay )?	non_argument
2105	Is Malay spoken as local dialect of ethnic Malays?	non_argument
2106	Give an example of the tributary states of the Majapahit kingdom in eastern Java. 	non_argument
2107	Is Malay the one of the most widely spoken languages in the world?	non_argument
2108	Was it derived from Latin?	non_argument
2109	Is Melbourne the capital and most populous city in the state of Victoria?	non_argument
2110	Is Melbourne home to Australia's busiest seaport?	non_argument
2111	Does Melbourne have a large international student community?	non_argument
2112	What is a resident of Melbourne known as?	non_argument
2113	When was Melbourne officially declared as a city?	non_argument
2114	How many sister cities does the City of Melbourne have?	non_argument
2115	Where is Melbourne situated?	non_argument
2116	How many domestic tourists visit Melbourne?	non_argument
2117	What religion holds majority in Melbourne?	non_argument
2118	Did Albert Einstein keep a photograph of Faraday on his study wall?	non_argument
2119	Did Faraday marry Sarah Barnard?	non_argument
2120	Did Faraday also discover the laws of electrolysis?	non_argument
2121	Who discovered benzene?	non_argument
2122	Where was Michael Faraday born?	non_argument
2123	What is the Faraday effect?	non_argument
2124	Did Faraday discover diamagnetism?	non_argument
2125	How many siblings did Faraday have?	non_argument
2126	Where is Michael Faraday buried?	non_argument
2127	Is faraday best known for his work with kinematics?	non_argument
2128	was he active in the area now called environmental science?	non_argument
2129	did he discover benzene?	non_argument
2130	who was his mentor?	non_argument
2131	what happened in 1824?	non_argument
2132	Who was Faraday's wife?	non_argument
2133	did he advise the british government on the production of chemical weapons for use in the crimean war?	non_argument
2134	did faraday have strong maritime interests?	non_argument
2135	does the charge reside on the interior of a charged conductor?	non_argument
2136	Wasn't Michelangelo abstemious?	non_argument
2137	Wasn't Michelangelo a homosexual?	non_argument
2138	When did Filippo Strozzi sell it to Francis I?	non_argument
2139	When was his house demolished?	non_argument
2140	Was Michelangelos mother Francesca di Neri del Miniato di Siena?	non_argument
2141	Give an example of the most renowned works of the Renaissance. 	non_argument
2142	Was Michelangelo's output in every field during his long life prodigious?	non_argument
2143	Is French the least spoken language in Montreal?	non_argument
2144	Was Montreal incorporated as a city in 1832?	non_argument
2145	Does Montreal lie at the confluence of several climatic regions?	non_argument
2146	Montreal was merged with how many surrounding municipalities?	non_argument
2147	As of the 2006 census, how many people resided in the city of montreal?	non_argument
2148	Why did Montreal lose its status as the capital of the  Province of Canada in 1849?	non_argument
2149	What are the designs and decorations of the Montreal Metro System said to be?	non_argument
2150	Mount Royal Park's wooden design was created by what famous designer?	non_argument
2151	The majority of The Greater Montreal Area follows what religion?	non_argument
2152	Is English the language most often spoken in Montreal?	non_argument
2153	Is Montreal's economy the third largest of all cities in Canada?	non_argument
2154	Is the most popular sport in Montreal ice hockey?	non_argument
2155	How many international airports does Montreal have?	non_argument
2156	Who is the Mayor of Montreal?	non_argument
2157	What is the name of the largest church in Montreal?	non_argument
2158	Where was much of Montreal's industry during the late 19th and early-to-mid 20th century?	non_argument
2159	Does Montreal contain the largest church in Canada?	non_argument
2160	What is the largest primarily French-speaking city in the western world?	non_argument
2161	Is Nairobi the capital of Kenya?	non_argument
2162	Was Nairobi founded in 1899?	non_argument
2163	Is the current estimated population of Nairobi about 6 milion?	non_argument
2164	What is the current estimated population of Nairobi?	non_argument
2165	In what year was Nairobi founded?	non_argument
2166	Which embassy in Nairobi was bombed in August 1998?	non_argument
2167	How many civilians died in the 1998 U.S. embassy bombing?	non_argument
2168	How many trades can the NSE make per day?	non_argument
2169	About how many people are estimated to live in Nairobi?	non_argument
2170	The district is bordered to the southwest by Uhuru Park and where?	non_argument
2171	When did the Catholic University of Eastern Africa which obtain its Letter of Interim Authority?	non_argument
2172	Is Central Park adjacent to Uhuru Park?	non_argument
2173	Give an example of the highest growth rates of any city in Africa. 	non_argument
2174	Give an example of the most prominent cities in Africa politically and financially. 	non_argument
2175	Is Nairobi not the capital as well as largest city of Kenya?	non_argument
2176	Does the city and its surrounding area also form the Nairobi Province?	non_argument
2177	Does the name ``Nairobi'' come from the Maasai phrase Enkare Nyirobi, which translates to ``the place of cool waters''?	non_argument
2178	Did Nikola Tesla die alone?	non_argument
2179	Was Nikola Tesla close friends with Mark Twain?	non_argument
2180	Did Nikola Tesla use a technique called picture thinking?	non_argument
2181	When did Nikola Tesla appear on the cover of Time Magazine?	non_argument
2182	Who became adversaries with Nikola Tesla?	non_argument
2183	Where did Nikola Tesla move to in 1880?	non_argument
2184	Was Nikola Tesla's mother illiterate?	non_argument
2185	How many siblings did Nikola Tesla have?	non_argument
2186	Was Nikola Tesla a vegetarian?	non_argument
2187	Is there a monument to Tesla at Niagara Falls, New York?	non_argument
2188	Was Tesla an American citizen?	non_argument
2189	Was Tesla on the cover of Time magazine?	non_argument
2190	When did Tesla receive his last patent?	non_argument
2191	What languages did Tesla speak?	non_argument
2192	Did Tesla win the Nobel Prize?	non_argument
2193	Was Tesla rich at the time of his death?	non_argument
2194	What music group was named after Tesla?	non_argument
2195	"Consequently, what is not considered a ""serious painter"" by some contemporary artists, who often regard his work as bourgeois and kitsch?"	non_argument
2196	Who spent the next 10 years painting for Look magazine?	non_argument
2197	When was his last painting for the Post published?	non_argument
2198	When did Rockwell marry his first wife, Irene O'Connor,?	non_argument
2199	Did Norman Rockwell spend the winter months as artist-in-residence at Otis College of Art as well as Design?	non_argument
2200	Did Norman Rockwell publish a total of 321 original covers for The Saturday Evening Post over 47 years?	non_argument
2201	Was Rockwell also commissioned to illustrate over 40 books including Tom Sawyer as well as Huckleberry Finn?	non_argument
2202	Do his works enjoy a broad popular appeal in the United States, where Rockwell is most famous for the cover illustrations of everyday life scenarios he created for The Saturday Evening Post magazine over more than four decades?	non_argument
2203	Are among the best-known of Rockwell's works the Willie Gillis series, Rosie the Riveter (although his Rosie was reproduced less than others of the day), Saying Grace (1951), and the Four Freedoms series?	non_argument
2204	Is he also noted for his work for the Boy Scouts of America (BSA)?	non_argument
2205	Is the octopus a cephalopod?	non_argument
2206	Does the octopus have two eyes?	non_argument
2207	Does the octopus have a hard beak?	non_argument
2208	Where is the mouth of an octopus?	non_argument
2209	Around how many recognized octopus species are there?	non_argument
2210	How many arms does an octopus have?	non_argument
2211	What is the range of lifespans of the octopus?	non_argument
2212	What is an example of something an octopus learned in a research experiment?	non_argument
2213	How can an octopus defend against predators?	non_argument
2214	Are Octopus highly intelligent?	non_argument
2215	Do males use a specialized arm called a hectocotylus to insert spermatophores?	non_argument
2216	Do the octopuses in the less familiar Cirrina suborder have two fins and an internal shell?	non_argument
2217	Do octopuses have two eyes and four pairs of arms?	non_argument
2218	Is octopus a common food in Mediterranean cuisine as well as Portuguese cuisine?	non_argument
2219	Is the collective form octopus usually reserved for animals consumed for food?	non_argument
2220	Has an octopus a hard beak, with its mouth at the center point of the arms?	non_argument
2221	What happened in 1968 through 1971?	non_argument
2222	What happened in 1838?	non_argument
2223	Who was not long in finding another lover, Jacqueline Roque?	non_argument
2224	When did Picasso make his first trip to Paris?	non_argument
2225	Give an example of the most comprehensive records extant of any major artists beginnings. 	non_argument
2226	Is in the 1996 movie Surviving Picasso Picasso played by actor Anthony Hopkins?	non_argument
2227	Is the U.S. copyright representative for the Picasso Administration the Artists Rights Society?	non_argument
2228	Is he one of the most recognized figures in 20th-century art?	non_argument
2229	Is he best known for co-founding the Cubist movement and for the wide variety of styles embodied in his work?	non_argument
2230	Are among his most famous works the proto-Cubist Les Demoiselles d'Avignon (1907) and Guernica (1937), his portrayal of the German bombing of Guernica during the Spanish Civil War?	non_argument
2231	Are pianos used in Western music?	non_argument
2232	"Are ""upright pianos"" called ""vertical pianos""?"	non_argument
2233	Did Bartolomeo Cristofori invent the modern piano?	non_argument
2234	What is the middle pedal called on grand pianos?	non_argument
2235	How many black keys do modern pianos have?	non_argument
2236	What is the sustain pedal called?	non_argument
2237	Where is Irving Berlin's piano located?	non_argument
2238	What kind of piano did Irving Berlin play?	non_argument
2239	Is the left-most pedal on a grand piano called the una corda?	non_argument
2240	Is it advantageous for a grand piano's metal plate to be quite massive?	non_argument
2241	Is the mechanism in an upright piano perpendicular to its keys?	non_argument
2242	About how tall is a typical studio piano?	non_argument
2243	What are a piano's keys generally made of?	non_argument
2244	How many total keys does a typical modern piano have?	non_argument
2245	Why are upright pianos more compact?	non_argument
2246	Do older pianos have more keys than modern pianos?	non_argument
2247	What are the names of a piano's pedals?	non_argument
2248	What happened in the January 15, 1882?	non_argument
2249	What happened in 1887?	non_argument
2250	Is one of the best known Impressionist works Renoirs 1876 Dance at Le Moulin de la Galette?	non_argument
2251	Was Pierre-Auguste Renoir born in Limoges Haute-Vienne France the child of a working class family?	non_argument
2252	Have two of Renoirs paintings sold for more than US0 million?	non_argument
2253	As a celebrator of beauty, and especially feminine sensuality, has it been said that ``Renoir is the final representative of a tradition which runs directly from Rubens to Watteau''?	non_argument
2254	Did Pierre-Auguste Renoir die in Limoges, Haute-Vienne, France, the child of a working class family?	non_argument
2255	As a boy, did he work in a porcelain factory where his drawing talents led to him being chosen to paint designs on fine china?	non_argument
2256	Is Portuguese an official language of Andorra?	non_argument
2257	Does the Portuguese language have its roots in the Latin language?	non_argument
2258	Does Portuguese contain words from the Arabic language?	non_argument
2259	Where are there small Portuguese-speaking communities?	non_argument
2260	What are the two main groups of Portuguese dialects?	non_argument
2261	What event marked the end of the Old Portuguese period?	non_argument
2262	Which government established Portuguese as it's third official language in order to meet the requirements to apply for full membership in the CPLP?	non_argument
2263	By 2050, what will the total population of Portuguese speakers in the world be?	non_argument
2264	In which country is Portuguese the co-official language with Cantonese Chinese?	non_argument
2265	Wasn't Portuguese language spread by arriving Roman soldiers?	non_argument
2266	(where French has a similar phenomenon, with alveolar affricates instead of postalveolars?	non_argument
2267	Give an example of the official languages of the special administrative region of Macau and East Timor, . 	non_argument
2268	Is Portuguese an official language of several international organizations?	non_argument
2269	Is it derived from the Latin spoken by the romanized pre-Roman peoples of the Iberian Peninsula (namely the Gallaeci, the Lusitanians, the Celtici and the Conii) around 2000 years ago?	non_argument
2270	Was it used as the exclusive lingua franca on the island of Sri Lanka for almost 350 years?	non_argument
2271	Is the city named after the apostle Saint Peter?	non_argument
2272	Has the terrain in the city been artificially raised?	non_argument
2273	What were some other names of the city?	non_argument
2274	What festival features fireworks  celebrating the end of the school year?	non_argument
2275	Where do most people in urban Saint Petersburg live?	non_argument
2276	What was made in Russia's largest foundry?	non_argument
2277	When did the crime level become higher?	non_argument
2278	How to travel to work from the city to Moscow?	non_argument
2279	Who laid down the Peter and Paul Fortress?	non_argument
2280	When was the 7th symphony premiered?	non_argument
2281	Has Equestrianism been a long tradition, popular among the Tsars and aristocracy?	non_argument
2282	Give an example of the largest stadiums anywhere in the world, and the home to FC Zenit St. Petersburg in 1950-1993 and 1995. 	non_argument
2283	Give an example of the best known symphony orchestras in the world under the leadership of conductors Yevgeny Mravinsky and Yuri Temirkanov. 	non_argument
2284	Give an example of the longest, most destructive, and most lethal sieges of major cities in modern history. 	non_argument
2285	Were the city's other names Petrograd (, 1914 -- 1924) and Leningrad (, 1924 -- 1991)?	non_argument
2286	Is it often called just Petersburg (-RRB- and is informally known as Piter (-RRB-?	non_argument
2287	Founded by Tsar Peter I of Russia on 27 May 1703, was it the capital of the Russian Empire for more than two hundred years (1713 -- 1728, 1732 -- 1918)?	non_argument
2288	Is the standard of living in San Franciscio high?	non_argument
2289	Does San Francisco have a high percentage of gay and lesbian individuals?	non_argument
2290	Is San Franscico a popular tourist destination?	non_argument
2291	How large is the population of San Francisco?	non_argument
2292	How many state parks are in San Francisco?	non_argument
2293	Where is San Francisco?	non_argument
2294	What is the cause of local earthquakes?	non_argument
2295	Are more residents employed by small businesses than in 1977?	non_argument
2296	How does poverty in San Francisco compare to the nation-wide average?	non_argument
2297	Was Mission Bay campus opened in 2003	non_argument
2298	Was the University of San Fransisco founded in 1855	non_argument
2299	Is Golden Gate Park the largest city park	non_argument
2300	What is Northern California's most widely circulated newspaper	non_argument
2301	What makes San Francisco among the top-ten North American destinations for conventions and conferences	non_argument
2302	Who manages Candlestick point	non_argument
2303	Is Crissy field an airfield	non_argument
2304	Does the de Young museum house the Asian Art Museum	non_argument
2305	What prompted the city to upgrade its building codes	non_argument
2306	Like many larger where cities, San Francisco is a minority-majority city, as non-Hispanic whites comprise less than half of the population?	non_argument
2307	Who laid out a street plan for the expanded S10_settlement?	non_argument
2308	When was a 43-acre Mission Bay campus opened?	non_argument
2309	When did it sign on the air?	non_argument
2310	Give an example of the largest two-year community colleges in the country. 	non_argument
2311	Give an example of the ten Beta World Cities. 	non_argument
2312	The only consolidated city-county in California, does it encompass a land area of on the northern end of the San Francisco Peninsula, making it the second most densely populated city in the United States?	non_argument
2313	Is San Francisco also the financial, cultural, and transportation center of the larger San Francisco Bay Area, a region of 7.4 million people?	non_argument
2314	In what year did the Spanish establish a fort at the Golden Gate and a mission named for Francis of Assisi on the site?	non_argument
2315	Does Swahili have dipthongs?	non_argument
2316	Is Swahili a Bantu language?	non_argument
2317	Did Uganda make Swahili a required subject in primary schools?	non_argument
2318	What is the Swahili word for the Swahili language?	non_argument
2319	Is Swahili spoken in Mozambique?	non_argument
2320	How does Swahili time run?	non_argument
2321	How many noun classes does Swahili have?	non_argument
2322	In what year did Germany seize Tanganyika?	non_argument
2323	Which is the sub-Saharan indigenous language with the greatest number of speakers?	non_argument
2324	Is Swedish a descendant of Old Norse?	non_argument
2325	Does Swedish use the perfect participle to form the present perfect tense?	non_argument
2326	How many Swedish speakers were reported in Canada in 2001?	non_argument
2327	How many letters are in the basic Latin alphabet?	non_argument
2328	When did a standard and common language become available to all Swedes?	non_argument
2329	When did the Soviet military forces occupy Estonia?	non_argument
2330	What are the differences between English and Swedish pronouns?	non_argument
2331	How does Swedish language counterbalance the absence of cases?	non_argument
2332	Is Taipei in a valley?	non_argument
2333	Was Taipei founded in the 18th century?	non_argument
2334	Is the National Palace Museum in Taipei?	non_argument
2335	What is along the city's western border?	non_argument
2336	What is Taipei 101?	non_argument
2337	What are some annual festivals in Taipei?	non_argument
2338	When is the Pacific typhoon season?	non_argument
2339	Who S10_sets up shrines?	non_argument
2340	What does Taipei produce?	non_argument
2341	Is the trumpet the musical instrument with the highest register in the brass family?	non_argument
2342	Is a trumpet played by blowing air through closed lips?	non_argument
2343	Is the most common type of trumpet the B trumpet?	non_argument
2344	What is the earliest date of the trumpet?	non_argument
2345	What is a trumpet constructed of?	non_argument
2346	What are the smallest trumpets referred to as?	non_argument
2347	Why do trumpets have a bright, loud sound?	non_argument
2348	Why does the cornet have a slightly mellower tone than the trumpet?	non_argument
2349	What makes a trumpet fully chromatic?	non_argument
2350	Were trumpet players heavily guarded?	non_argument
2351	Are pocket trumpets compact B trumpets?	non_argument
2352	Was Dizzy Gillespie a famous trumpeter in 1998?	non_argument
2353	What shape is a trumpet bent into?	non_argument
2354	What trumpet was the first to be allowed in the Christian Church?	non_argument
2355	The trumpet can be confused with what close relative?	non_argument
2356	What can be augmented with a fourth valve?	non_argument
2357	What was Maynard Ferguson noted for being able to play accurately?	non_argument
2358	What was built to play in both B and A keys?	non_argument
2359	What happened in 1894?	non_argument
2360	What happened in nineteen fifty seven?	non_argument
2361	Is the Breeze Eazy' ' method sometimes used to teach younger students?	non_argument
2362	Do many players use a smaller mouthpiece on the piccolo trumpet?	non_argument
2363	Is the trumpet constructed of brass tubing bent twice into an oblong shape?	non_argument
2364	Give an example of the most influential musicians of the 20th century. 	non_argument
2365	Were Slide trumpets the first trumpets allowed in the Christian church?	non_argument
2366	Are they constructed of brass tubing bent twice into an oblong shape, and are played by blowing air through closed lips, producing a ``buzzing'' sound which starts a standing wave vibration in the air column inside the trumpet?	non_argument
2367	Are there several types of trumpet?	non_argument
2368	Was the Ottoman script replaced with a variant of the Latin alphabet?	non_argument
2369	Is there a definite article in Turkish language?	non_argument
2370	Is it possible to alter the word order to stress the importance of a certain phrase?	non_argument
2371	What is the official language of Turkey?	non_argument
2372	When was the Turkish Language Association founded?	non_argument
2373	What are the most significant foreign contributors to Turkish vocabulary?	non_argument
2374	Who were the Orkhon inscriptions built for?	non_argument
2375	What was one of the results of the introduction of the new Turkish alphabet?	non_argument
2376	"Why does Lewis use ""absolute case"" instead of ""nominative""?"	non_argument
2377	How many people speak Turkish worldwide?	non_argument
2378	In Turkish, which syllable usually has the stress?	non_argument
2379	Is the spelling of Turkish phonetic?	non_argument
2380	What percentage of the words in Turkish vocabulary have Turkish origins?	non_argument
2381	After what event was the Turkish Language Association established?	non_argument
2382	What exception to the rules of vowel harmony do compound words have?	non_argument
2383	Who is working to coin new Turkish word?	non_argument
2384	What are the patterns of vowel harmony?	non_argument
2385	What are the ways to join groups of nouns?	non_argument
2386	Does Vietnamese have a comparatively large number of vowels?	non_argument
2387	Is Vietnamese the mother tongue of the Vietnamese people?	non_argument
2388	Is Vietnamese the official administrative language of Vietnam?	non_argument
2389	Was Vietnamese influenced by Chinese?	non_argument
2390	When did written Vietnamese become the official administrative language?	non_argument
2391	Have consonant clusters been lost?	non_argument
2392	Is the Red River Delta traditionally poor?	non_argument
2393	What kind of words have been borrowed from Chinese?	non_argument
2394	Is Vietnam independent from France?	non_argument
2395	Was Vietnamese formally written using the Chinese writing system?	non_argument
2396	Does Vietnamese have a large number of vowels?	non_argument
2397	Does Vietnamese have dipthongs?	non_argument
2398	What are the three dialect regions of Vietnamese?	non_argument
2399	When was the reunification of Vietnam?	non_argument
2400	How many tones do Northern varieties have?	non_argument
2401	Does Vietnamese borrow from Latin and Greek?	non_argument
2402	Did Vietnamese come to predominate politically in 2nd century BC?	non_argument
2403	Do more northern speakers speak the southern regional dialect than southern speakers speak the northern dialect?	non_argument
2404	What happened in 1860?	non_argument
2405	Who frequented the circle of the British-Australian artist John Peter Russell?	non_argument
2406	Were the letters first annotated in 1913 by Theos widow Johanna van Gogh-Bonger?	non_argument
2407	Was Kee seven years older than Van Gogh as well as had an eight-year-old son?	non_argument
2408	Did he suffer from anxiety and increasingly frequent bouts of mental illness throughout his life, and died largely unknown, at the age of 37, from a self-inflicted gunshot wound?	non_argument
2409	Appreciated during his lifetime, did his fame grow in the years after his death?	non_argument
2410	Is today, he widely regarded as one of history's greatest painters and an important contributor to the foundations of modern art?	non_argument
2411	Does a violin have four strings?	non_argument
2412	Is the violin supported by the left shoulder?	non_argument
2413	Is the violin shaped like an hourglass?	non_argument
2414	What were strings first made out of?	non_argument
2415	What is a violin called informally?	non_argument
2416	What does vitula mean?	non_argument
2417	What is a person that makes or repairs violins called?	non_argument
2418	"What does the ""voice"" of a violin depend upon?"	non_argument
2419	Is the violin a percussion instrument?	non_argument
2420	What happened in 1980s?	non_argument
2421	Who features violinist Boyd Tinsley?	non_argument
2422	Regarding this topic, what did Antonio Stradivari do?	non_argument
2423	When did Charles IX order Amati to construct 24 violins for him?	non_argument
2424	Is a string first tuned to a standard pitch?	non_argument
2425	Is each node at an integer division of the string?	non_argument
2426	Is the tuning G-D-A-E used for most violin music?	non_argument
2427	Is it the smallest and highest-pitched member of the violin family of string instruments, which also includes the viola and cello?	non_argument
2428	Is a violin sometimes informally called a fiddle, regardless of the type of music played on it?	non_argument
2429	Does the word ``violin'' come from the Middle Latin word vitula, meaning ``stringed instrument''?	non_argument
2430	Are concert xylophonese typically 3 1/2 or 4 octaves?	non_argument
2431	Is folk music associated with western Europe?	non_argument
2432	Were xylophonists featured in the theatre in the 20th century?	non_argument
2433	What year were the first xylophone artifacts found?	non_argument
2434	The modern western-style xylophone has bars made of what material?	non_argument
2435	The xylophone has been known in what country since the Middle Ages?	non_argument
2436	What instrument was produced after the xylophone in the 1920s?	non_argument
2437	In Central and South America, what instrument was the xylophone changed into?	non_argument
2438	The word xylophone is derived from two greek words: xylon and phone. What do these words mean?	non_argument
2439	Is the xylophone a musical instrument?	non_argument
2440	Was the xylophone associated with the folk music of the United States by the 19th century?	non_argument
2441	Was it likely that the xylophone reached Europe during the Crusades?	non_argument
2442	The xylophone is an instrument from what family?	non_argument
2443	How do the Java and Bali use xylophones?	non_argument
2444	Some versions of xylophones have resonators made of what?	non_argument
2445	Which came first, the xylophone or the vibraphone?	non_argument
2446	Did the golden age of xylophones come before or after the first usage of the European-derived orchestral?	non_argument
2447	Does kelon increase or decrease tone quality of the xylophone?	non_argument
2448	Do the different species of zebras interbreed?	non_argument
2449	Do zebras sleep standing up?	non_argument
2450	Have plains zebras been crossed with mountain zebras?	non_argument
2451	How many species of zebra are there?	non_argument
2452	What do zebras eat?	non_argument
2453	What are zebras hunted for?	non_argument
2454	What areas do the Grevy's Zebras inhabit?	non_argument
2455	Which species of zebra is known as the common zebra?	non_argument
2456	At what age can a zebra breed?	non_argument
