	sentence	annotation
2054	subjects renaldus columbus andrea cesalpino herman boerhaave sometimes considered	non_argument
2055	electron–positron annihilation thermal panels project named seghcfe located world series titles	non_argument
2056	another million might theoretically benefit companies adjusted whole wage scales upwards light blue section chart shows	argument
2057	means decreased morning arguments everyone knows exactly dress wear regulated school uniform	argument
2058	example arguments school uniforms suppress individuality development personality creativity etc etc	argument
2059	different view catechism many others find supportive death penalty conflict traditonal teachings	argument
2060	hand assessment data collected analyzed neumark wascher initially contradict card krueger results later edited version found four percent decrease employment reported estimated disemployment effects payroll data often statistically significant percent level although estimators subsamples yield insignificant although almost always negative employment effects	argument
2061	decreases noted reports gangrelated activities student fights along graffiti property damage battery administrative assists	argument
2062	bush administration gave nuclear industry billion loan guarantees try encourage investment new nuclear plants	argument
2063	argue retribution eye eye honors victim helps console grieving families ensures perpetrators heinous crimes never opportunity cause future tragedy	argument
2064	one critics many goto arguments raise wages say businesses raise prices maintain profits	argument
2065	ants belong order bees	non_argument
2066	heat significant roman catholic church accounted seven hundred years	non_argument
2067	americas zone license handle sharply growing demand caused	non_argument
2068	machines upkeep cheap	argument
2069	phosphate exporter guanahani researchers extended logic programming higherorder	non_argument
2070	poll administered harford county school system found teachers administrators overwhelmingly favor introducing school uniforms	argument
2071	rotates germany france cook islands solomon	non_argument
